Name,MB,Year,House
Scorpius Helga,12,2,Ravenclaw
Helga Bulstrode,13,4,Ravenclaw
Avery Thickey,12,5,Ravenclaw
Rubeus Murray,15,2,Ravenclaw
Albus percival Wulfric Brian Bagman,2,2,Slytherin
Romilda Dippet,13,5,Ravenclaw
Bartemius Mimsey-Porpington,8,3,Hufflepuff
John Fudge,11,4,Hufflepuff
Alice Skeeter,10,4,Hufflepuff
Elladora Imago,11,4,Hufflepuff
Peeves Jones,15,6,Ravenclaw
Kreacher Weasley,12,4,Ravenclaw
Wendy Gregorovitch,13,4,Ravenclaw
Draco Dippet,1,4,Gryffindor
Cedric Sprout,11,2,Hufflepuff
Elladora MacNair,15,6,Ravenclaw
Peeves Jorkins,12,5,Ravenclaw
Fluffy Podmore,10,2,Hufflepuff
John Imago,7,6,Gryffindor
Pomona Snape,14,5,Ravenclaw
Bob Bryce,2,3,Slytherin
Kevin Pennifold,13,6,Ravenclaw
Adalbert Turpin,2,5,Slytherin
Yaxley Zeller,15,6,Ravenclaw
Buckbeak Lynch,6,5,Gryffindor
Malkin Longbottom,14,5,Ravenclaw
Cornelius Warrington,13,6,Ravenclaw
Kennilworthy Meliflua,4,6,Slytherin
Alicia Rosier,10,2,Hufflepuff
You-Know-Who Hopkirk,5,2,Ravenclaw
Prongs Diggory,16,4,Ravenclaw
Ragnok Whitby,5,5,Ravenclaw
Phineas Nigellus Kirke,14,3,Ravenclaw
Trevor Sprout,12,2,Ravenclaw
Cornelius Burbage,6,2,Gryffindor
Doris Crouch,15,2,Ravenclaw
Hestia Peakes,9,2,Slytherin
Rubeus Moody,15,5,Ravenclaw
Irma Elphick,14,2,Ravenclaw
Malkin Slughorn,7,5,Gryffindor
Susan Riddle,14,5,Ravenclaw
Norbert Crockford,10,2,Hufflepuff
Reginald Pennifold,5,5,Ravenclaw
Karkus Morgan,9,4,Slytherin
Armando Peakes,3,2,Slytherin
Kreacher Coote,6,4,Gryffindor
Susan Quirke,7,6,Gryffindor
Nagini Fortescue,13,4,Ravenclaw
Quigley Filch,6,5,Gryffindor
Griselda McLaggen,2,2,Slytherin
Griselda Dedalus,15,4,Ravenclaw
Gertie Jorkins,6,3,Gryffindor
Lucius Whitby,11,3,Hufflepuff
Susan Grindelwald,13,6,Ravenclaw
Celestina Elphick,7,5,Gryffindor
Evan ,7,4,Gryffindor
Victoire Davies,4,2,Slytherin
Rose Creevey,10,6,Hufflepuff
Sturgis Doreen,14,3,Ravenclaw
Petunia Cresswell,10,3,Hufflepuff
Stubby Skeeter,16,2,Ravenclaw
Nicolas Cattermole,8,6,Hufflepuff
Clara Bryce,6,2,Gryffindor
Cornelius Longbottom,5,5,Ravenclaw
Moaning Myrtle Peakes,6,2,Gryffindor
Vernon Millicent,16,3,Ravenclaw
Aberforth Vane,16,3,Ravenclaw
Prongs Ravenclaw,7,3,Gryffindor
Harry Volkov,12,4,Ravenclaw
Wilhelmina Zeller,1,4,Gryffindor
Katie Lestrange,12,5,Ravenclaw
Crookshanks Warrington,8,6,Hufflepuff
Quirinus Jordan,16,3,Ravenclaw
Aidan Pince,5,2,Ravenclaw
Mosag Pennifold,9,2,Slytherin
Cormac Delacour,13,4,Ravenclaw
Lavender Finnigan,15,4,Ravenclaw
Augustus Helga,5,3,Ravenclaw
Dilys Oswald,11,6,Hufflepuff
Elladora Longbottom,2,4,Slytherin
Avery Flitwick,6,5,Gryffindor
Xenophilius Tonks,13,4,Ravenclaw
Angelina Boardman,3,4,Slytherin
John Corner,2,4,Slytherin
Peeves Fudge,15,2,Ravenclaw
Ginny Moody,4,4,Slytherin
Agatha Purkiss,3,4,Slytherin
Dedalus Twycross,9,6,Slytherin
Wilbert Dedalus,14,2,Ravenclaw
Bill Hopkirk,3,6,Slytherin
Gellert Longbottom,9,5,Slytherin
Neville Brown,9,4,Slytherin
Inigo Belby,10,4,Hufflepuff
Tom Patil,14,2,Ravenclaw
Madam Rosmerta Weasley,6,4,Gryffindor
Arthur Finnigan,15,4,Ravenclaw
Zacharias Derwent,6,5,Gryffindor
Quirinus Marchbanks,10,2,Hufflepuff
Aunt Marge Morgan,2,5,Slytherin
Firenze Belby,15,4,Ravenclaw
Alastor Polkiss,7,2,Gryffindor
Stan Gregorovitch,16,5,Ravenclaw
Uric Bragge,9,2,Slytherin
Kevin Sprout,14,6,Ravenclaw
Phineas Nigellus Lockhart,7,4,Gryffindor
Viktor Lynch,1,5,Gryffindor
Aidan Maxime,1,6,Gryffindor
Aunt Marge Dursley,13,5,Ravenclaw
Wendy Trelawney,15,6,Ravenclaw
Armando Turpin,7,2,Gryffindor
Andrew Zograf,4,3,Slytherin
Kevin Figg,10,3,Hufflepuff
Charity Bragge,15,2,Ravenclaw
Quentin Elphick,2,4,Slytherin
Adalbert Jigger,13,6,Ravenclaw
Severus Whisp,2,2,Slytherin
Avery Belby,3,2,Slytherin
Merope ,9,6,Slytherin
Fluffy Fortescue,15,5,Ravenclaw
Crookshanks Prince,1,4,Gryffindor
Ignotus Kneen,7,4,Gryffindor
Piers Prince,9,6,Slytherin
Hengist of Woodcroft Bagshot,16,3,Ravenclaw
Horace Jigger,4,5,Slytherin
Quirinus Clearwater,8,4,Hufflepuff
Viktor Bryce,8,4,Hufflepuff
Madam Rosmerta Jones,5,4,Ravenclaw
Broderick Krum,8,4,Hufflepuff
Angelina Dedalus,14,5,Ravenclaw
Cornelius Slughorn,12,3,Ravenclaw
Gellert Bode,1,5,Gryffindor
Moaning Myrtle Warbeck,11,6,Hufflepuff
Augustus Higgs,10,6,Hufflepuff
Ted Hooch,11,4,Hufflepuff
Kreacher Carrow,8,3,Hufflepuff
Newton Peverell,1,3,Gryffindor
Justin Perks,10,2,Hufflepuff
Amelia Susan Fletcher,4,6,Slytherin
Minerva Cattermole,13,2,Ravenclaw
Pansy Finch-Fletchley,14,5,Ravenclaw
Scabbers Rosier,6,5,Gryffindor
Dirk Volkov,11,3,Hufflepuff
Draco Hooch,7,2,Gryffindor
Argus Grindelwald,4,4,Slytherin
Clara Kneen,3,2,Slytherin
Moran Krum,7,5,Gryffindor
Zacharias Bones,15,2,Ravenclaw
Clara Slytherin,16,6,Ravenclaw
Lily Pomfrey,7,5,Gryffindor
Irma Umfraville,1,2,Gryffindor
Adalbert Corner,11,3,Hufflepuff
Bartemius Crouch Junior Rabnott,3,3,Slytherin
Patrick Trimble,4,6,Slytherin
Snivellus Karkaroff,5,4,Ravenclaw
Lucius Rabnott,2,2,Slytherin
Rowena Prang,13,5,Ravenclaw
Hermione Lupin,6,3,Gryffindor
Alphard Quirke,16,2,Ravenclaw
Eunice Flint,7,2,Gryffindor
Sybill Rosier,9,5,Slytherin
Cho Malfoy,6,2,Gryffindor
Trevor Edgecombe,16,4,Ravenclaw
Alice Hopkirk,13,6,Ravenclaw
Andromeda Abbott,11,6,Hufflepuff
Bob Flitwick,13,6,Ravenclaw
Aragog Binns,13,4,Ravenclaw
Miranda Umfraville,12,2,Ravenclaw
Oliver McGonagall,3,2,Slytherin
Cassandra Clearwater,9,3,Slytherin
Fluffy Bagman,8,2,Hufflepuff
Colin Lockhart,9,5,Slytherin
Aidan MacMillian,4,2,Slytherin
Colin Volkov,15,5,Ravenclaw
Patrick Dolohov,9,6,Slytherin
Oblansk Vector,7,3,Gryffindor
Fleur Krum,9,4,Slytherin
Reginald Rookwood,12,3,Ravenclaw
Ignotus Goyle,9,6,Slytherin
Marvolo Bryce,3,2,Slytherin
Cadmus Fudge,7,6,Gryffindor
Ivan Johnson,11,5,Hufflepuff
Dedalus Smith,15,5,Ravenclaw
Violet Mimsey-Porpington,1,2,Gryffindor
Aragog Keddle,16,6,Ravenclaw
Arthur Fortescue,5,5,Ravenclaw
Bellatrix Elphick,9,3,Slytherin
James Hooch,14,4,Ravenclaw
Horace Coote,16,2,Ravenclaw
Ron Gudgeon,4,5,Slytherin
Cadmus Bagman,6,6,Gryffindor
Rolanda Bragge,16,5,Ravenclaw
Draco Oswald,11,4,Hufflepuff
Bartemius Crouch Junior Pince,12,3,Ravenclaw
Igor Doreen,7,2,Gryffindor
Alecto Flitwick,15,4,Ravenclaw
Cornelius Goldstein,6,4,Gryffindor
Minerva Nott,4,6,Slytherin
Phyllida Purkiss,13,4,Ravenclaw
Marge Gudgeon,12,4,Ravenclaw
Padma Goyle,11,4,Hufflepuff
Doris Gaunt,8,2,Hufflepuff
Armando Carrow,11,2,Hufflepuff
Scabior Podmore,5,6,Ravenclaw
Irma Bagnold,11,2,Hufflepuff
Neville Jigger,11,4,Hufflepuff
Victoire Warrington,11,6,Hufflepuff
Wormtail Krum,6,4,Gryffindor
Romilda Crouch,12,2,Ravenclaw
Colin Clearwater,5,2,Ravenclaw
Kevin Derwent,1,6,Gryffindor
Griselda Johnson,5,4,Ravenclaw
Eloise Ogden,1,5,Gryffindor
Adalbert Hagrid,16,4,Ravenclaw
Arcturus Granger,1,3,Gryffindor
Dolores Fletcher,13,5,Ravenclaw
Moran ,14,3,Ravenclaw
Jean Burbage,11,3,Hufflepuff
Xenophilius Patil,11,6,Hufflepuff
Walden Dedalus,12,5,Ravenclaw
Gellert Kettleburn,14,2,Ravenclaw
Michael Whitby,7,5,Gryffindor
Augusta Warrington,3,2,Slytherin
Peter Grunnion,3,6,Slytherin
Kendra Umfraville,13,5,Ravenclaw
Salazar MacNair,6,6,Gryffindor
Scabior Prang,16,6,Ravenclaw
Fawkes Fletcher,3,6,Slytherin
Rowena Flint,10,5,Hufflepuff
Edgar Hooch,13,5,Ravenclaw
Nicolas Finnigan,4,6,Slytherin
Daisy Quirke,9,3,Slytherin
Charlie Pomfrey,1,3,Gryffindor
Salazar Dippet,10,4,Hufflepuff
Ginny Diggory,10,4,Hufflepuff
Katie Jorkins,11,3,Hufflepuff
Marvolo Rabnott,14,3,Ravenclaw
Moony Diggory,14,5,Ravenclaw
Scabbers Hopkirk,15,5,Ravenclaw
Jugson Kettleburn,9,5,Slytherin
Violet Bragge,11,6,Hufflepuff
Aidan Figg,2,4,Slytherin
Lord Voldemort Ogden,14,6,Ravenclaw
Fawkes Meliflua,9,4,Slytherin
Hepzibah Lupin,2,4,Slytherin
Harry Pomfrey,3,3,Slytherin
Kreacher Umbridge,13,2,Ravenclaw
Vernon MacMillian,1,3,Gryffindor
Vincent Pettigrew,9,4,Slytherin
Beedle MacNair,2,4,Slytherin
Horace Jordan,14,4,Ravenclaw
Narcissa Jones,7,2,Gryffindor
Penelope McClaggen,13,5,Ravenclaw
Zacharias Rosier,11,5,Hufflepuff
Lavender Warbeck,12,2,Ravenclaw
Parvati Jorkins,5,3,Ravenclaw
Salazar ,4,2,Slytherin
Charlie Thicknesse,12,3,Ravenclaw
Yaxley Coote,1,6,Gryffindor
Dennis Rabnott,6,3,Gryffindor
Karkus Parkinson,7,3,Gryffindor
Gladys Johnson,10,2,Hufflepuff
Wilfred Boardman,16,3,Ravenclaw
Dolores Peakes,1,3,Gryffindor
Arthur Dolohov,8,3,Hufflepuff
Bane Hufflepuff,16,3,Ravenclaw
Dobby Potter,4,3,Slytherin
Aragog Trelawney,8,6,Hufflepuff
Lord Voldemort Pennifold,6,2,Gryffindor
Oblansk Dumbledore,1,6,Gryffindor
Merope Slinkhard,2,3,Slytherin
Justin Bragge,6,4,Gryffindor
Karkus Zabini,6,4,Gryffindor
Aberforth Thicknesse,12,2,Ravenclaw
Lily Hufflepuff,9,6,Slytherin
Wilfred Abbott,16,4,Ravenclaw
Clara MacFarlan,1,2,Gryffindor
Rubeus Abbott,10,6,Hufflepuff
Draco Rosier,3,6,Slytherin
Fred Volkov,1,4,Gryffindor
Agatha Warbeck,16,3,Ravenclaw
Theodore Lestrange,2,4,Slytherin
Bozo Carrow,6,2,Gryffindor
Lucius Parkinson,4,6,Slytherin
Wendy Fudge,14,6,Ravenclaw
Aidan Bagnold,16,6,Ravenclaw
Piers Jorkins,11,5,Hufflepuff
Alphard Dumbledore,2,4,Slytherin
Cliodna Whitby,2,6,Slytherin
Nearly Headless Nick Rabnott,1,4,Gryffindor
Angelina Krum,1,5,Gryffindor
Buckbeak Prewett,5,6,Ravenclaw
Padfoot Wood,12,6,Ravenclaw
Antonin Delaney-Podmore,1,4,Gryffindor
Ginny Mostafa,9,4,Slytherin
Quentin Lestrange,12,6,Ravenclaw
Uric Karkaroff,8,6,Hufflepuff
Susan Davies,16,6,Ravenclaw
Hokey Sprout,9,5,Slytherin
Lavender Millicent,7,3,Gryffindor
Irma Ogden,1,6,Gryffindor
Aberforth Snape,12,3,Ravenclaw
Barberus Abbott,5,3,Ravenclaw
Ivan Krum,5,5,Ravenclaw
Snivellus Malfoy,2,5,Slytherin
Wormtail Johnson,10,4,Hufflepuff
Evan Robins,11,2,Hufflepuff
Rolanda Dippet,11,3,Hufflepuff
Pigwidgeon Imago,4,6,Slytherin
Gregory the Smarmy Goyle,6,4,Gryffindor
Lily Lestrange,5,2,Ravenclaw
Augusta MacMillian,6,6,Gryffindor
Viktor Corner,15,2,Ravenclaw
Emmeline Elphick,11,5,Hufflepuff
Horace Goldstein,5,5,Ravenclaw
Blaise Morgan,7,5,Gryffindor
Augusta Hagrid,13,4,Ravenclaw
Uric Bode,1,4,Gryffindor
Piers Warbeck,14,2,Ravenclaw
Kevin MacMillian,7,3,Gryffindor
Catriona Moody,15,6,Ravenclaw
Andrew Mumps,15,2,Ravenclaw
Cliodna Imago,15,6,Ravenclaw
Charity Edgecombe,14,4,Ravenclaw
Fang Lockhart,12,4,Ravenclaw
Seamus Elphick,6,2,Gryffindor
Rosmerta Black,1,2,Gryffindor
Troy Bode,12,3,Ravenclaw
Zacharias Weasley,5,4,Ravenclaw
The Grey Lady Hooch,11,5,Hufflepuff
Golgomath Doreen,7,3,Gryffindor
Araminta Gaunt,16,4,Ravenclaw
Dilys Prewett,3,2,Slytherin
Hermione Tonks,1,6,Gryffindor
Roger Parkinson,16,5,Ravenclaw
Demelza Filch,12,2,Ravenclaw
Demelza Finnigan,15,4,Ravenclaw
Aurora Thicknesse,1,3,Gryffindor
Fang Marchbanks,1,3,Gryffindor
Terence Corner,10,5,Hufflepuff
Katie McLaggen,10,4,Hufflepuff
Buckbeak Black,4,4,Slytherin
Hannah Fortescue,9,6,Slytherin
Phyllida Imago,7,5,Gryffindor
Harry Turpin,11,4,Hufflepuff
Hugo Rookwood,10,2,Hufflepuff
Elfrida McLaggen,9,5,Slytherin
Quentin Thicknesse,6,3,Gryffindor
Elfrida Doreen,1,2,Gryffindor
Seamus Lynch,1,2,Gryffindor
Wilfred McClaggen,14,5,Ravenclaw
Marvolo Goshawk,1,6,Gryffindor
Hepzibah Zabini,6,4,Gryffindor
Percy Hooch,5,4,Ravenclaw
Aidan Ollivander,6,6,Gryffindor
Circe Dawlish,1,3,Gryffindor
Septima Prewett,15,2,Ravenclaw
Gellert Slughorn,16,2,Ravenclaw
Reginald Skeeter,8,3,Hufflepuff
Malkin Vulchanov,13,2,Ravenclaw
Yaxley Prang,10,5,Hufflepuff
Arcturus Marchbanks,13,3,Ravenclaw
Gellert Lestrange,3,3,Slytherin
MykewÂ Creevey,11,2,Hufflepuff
Viktor Prince,1,2,Gryffindor
Lavender Filch,14,5,Ravenclaw
Errol Gregorovitch,16,5,Ravenclaw
Ginny Crockford,12,5,Ravenclaw
Edgar Marchbanks,15,5,Ravenclaw
Ted Sprout,2,2,Slytherin
Dobby Jigger,2,2,Slytherin
George Rabnott,6,2,Gryffindor
Hestia Granger,8,3,Hufflepuff
Bilius Bryce,8,2,Hufflepuff
Malkin Rosier,4,5,Slytherin
Ron Kirke,9,5,Slytherin
Bloody Baron Krum,12,4,Ravenclaw
Ariana Thicknesse,9,2,Slytherin
Albus percival Wulfric Brian Clearwater,13,5,Ravenclaw
Arthur ,10,6,Hufflepuff
Inigo Creevey,6,3,Gryffindor
Wilbert Creevey,7,4,Gryffindor
Phineas Nigellus Purkiss,9,4,Slytherin
Hedwig Dursley,1,2,Gryffindor
Arcturus Kneen,8,6,Hufflepuff
Amelia Susan Johnson,12,6,Ravenclaw
Broderick Delacour,11,5,Hufflepuff
Ivan Gudgeon,14,2,Ravenclaw
Ripper Tonks,16,4,Ravenclaw
Jugson Goshawk,15,4,Ravenclaw
Minerva Kirke,3,4,Slytherin
Filius Gaunt,4,3,Slytherin
Barberus Flitwick,16,2,Ravenclaw
Nagini Kirke,1,2,Gryffindor
Dobby Doge,4,5,Slytherin
Remus Skeeter,15,4,Ravenclaw
Bartemius Crouch Junior Slytherin,2,3,Slytherin
Elphias Bell,16,2,Ravenclaw
Barnabas the Barmy Dolohov,12,5,Ravenclaw
Roger Finnigan,9,2,Slytherin
Petunia Lupin,5,6,Ravenclaw
Morgana Whisp,4,2,Slytherin
Demelza Flamel,8,4,Hufflepuff
Vaisey Bell,6,2,Gryffindor
Michael Dedalus,9,2,Slytherin
Jean Boardman,13,2,Ravenclaw
Wilbert Polkiss,12,5,Ravenclaw
Vernon Fortescue,7,6,Gryffindor
Wendelin Dursley,4,2,Slytherin
Rose Flamel,9,2,Slytherin
Sturgis Fortescue,8,6,Hufflepuff
Orla Jorkins,1,3,Gryffindor
Gwenog Chang,11,5,Hufflepuff
Barberus Jorkins,4,2,Slytherin
Edgar Longbottom,10,5,Hufflepuff
Mosag Kneen,13,5,Ravenclaw
Magorian Doge,13,2,Ravenclaw
James Millicent,5,6,Ravenclaw
Hannah Timms,3,2,Slytherin
Roger Vane,11,6,Hufflepuff
Millicent Robins,13,5,Ravenclaw
Hedwig Jordan,15,3,Ravenclaw
Aidan Doge,10,2,Hufflepuff
Lord Voldemort Rabnott,4,4,Slytherin
Vaisey Gudgeon,15,6,Ravenclaw
Ignotus Fortescue,12,4,Ravenclaw
Agrippa Potter,2,6,Slytherin
Justin Crouch,14,3,Ravenclaw
Cassius Kettleburn,6,6,Gryffindor
Miranda Crockford,6,3,Gryffindor
Ariana Doreen,7,6,Gryffindor
Dobby Jorkins,11,3,Hufflepuff
Snuffles Purkiss,7,4,Gryffindor
Wilkie Dumbledore,7,6,Gryffindor
Kennilworthy Wood,8,4,Hufflepuff
Vincent Quirke,4,5,Slytherin
Patrick Umfraville,11,4,Hufflepuff
Ignotus Smith,12,3,Ravenclaw
Molly Prewett,7,6,Gryffindor
Godric Bagman,5,4,Ravenclaw
Cho Boardman,5,3,Ravenclaw
Hestia Quirrell,15,6,Ravenclaw
Rubeus Binns,2,2,Slytherin
Aidan Creevey,7,4,Gryffindor
Arabella Diggory,9,4,Slytherin
Doris Dursley,15,4,Ravenclaw
Wilkie Zograf,13,4,Ravenclaw
Quentin Hopkirk,13,3,Ravenclaw
Daisy Zabini,5,2,Ravenclaw
Magorian Murray,8,2,Hufflepuff
Piers Whisp,3,5,Slytherin
Crookshanks Prewett,3,4,Slytherin
Fingal the Fearless Switch,1,2,Gryffindor
Inigo Dawlish,12,4,Ravenclaw
Tenebrus Higgs,11,3,Hufflepuff
Fang Flamel,5,5,Ravenclaw
Pius Prewett,10,3,Hufflepuff
Pius Pince,1,4,Gryffindor
Prongs Clagg,2,3,Slytherin
Gabrielle Black,5,4,Ravenclaw
Barnabas the Barmy Pennifold,14,2,Ravenclaw
Bellatrix Flitwick,14,3,Ravenclaw
Bogrod Longbottom,8,4,Hufflepuff
Livius Krum,15,6,Ravenclaw
Bellatrix Riddle,15,5,Ravenclaw
Miranda Skeeter,3,2,Slytherin
Pansy Switch,13,2,Ravenclaw
Bozo Dedalus,9,5,Slytherin
Phineas Nigellus Kneen,7,3,Gryffindor
Elfrida Grubbly-Plank,7,2,Gryffindor
Ron Figg,14,4,Ravenclaw
Wilfred Goyle,13,6,Ravenclaw
Petunia Nott,10,6,Hufflepuff
Cuthbert Figg,10,6,Hufflepuff
Araminta Vane,2,2,Slytherin
Barberus Mostafa,9,2,Slytherin
Victoire Bones,5,4,Ravenclaw
Barberus Thicknesse,6,6,Gryffindor
Dirk Chang,10,4,Hufflepuff
Tenebrus Prewett,11,2,Hufflepuff
Araminta Tonks,12,5,Ravenclaw
Horace Smith,14,4,Ravenclaw
Circe Ogden,9,4,Slytherin
Nicolas Dumbledore,9,3,Slytherin
Wilfred Weasley,8,4,Hufflepuff
Bartemius Zeller,14,3,Ravenclaw
Rita Grunnion,11,4,Hufflepuff
Wilhelmina Whisp,5,5,Ravenclaw
Fleur Ogden,16,6,Ravenclaw
Jean Figg,4,2,Slytherin
Theodore Slytherin,11,5,Hufflepuff
Bartemius Crouch Junior Warrington,14,4,Ravenclaw
Merlin Rookwood,16,4,Ravenclaw
Phineas Nigellus Murray,13,6,Ravenclaw
Dolores Pomfrey,10,2,Hufflepuff
Parvati Turpin,10,5,Hufflepuff
Harry Jordan,7,6,Gryffindor
Neville Mostafa,9,2,Slytherin
Harry Rosier,4,6,Slytherin
Harry Kirke,13,4,Ravenclaw
Dennis Grunnion,7,4,Gryffindor
Hamish Helga,10,6,Hufflepuff
Florean Snape,12,4,Ravenclaw
Kreacher Doge,16,3,Ravenclaw
Ivan Zeller,16,5,Ravenclaw
Winky Bagshot,4,5,Slytherin
Oblansk Slytherin,14,3,Ravenclaw
Moaning Myrtle Delaney-Podmore,8,2,Hufflepuff
Ludo Kettleburn,3,4,Slytherin
Elladora Lockhart,1,6,Gryffindor
Bane Goldstein,13,2,Ravenclaw
Cadmus Brown,15,6,Ravenclaw
Gellert Derwent,8,2,Hufflepuff
Helga Wood,2,6,Slytherin
Snuffles Quirke,14,4,Ravenclaw
Pomona Dursley,4,4,Slytherin
Angelina Karkaroff,16,2,Ravenclaw
Romilda Smith,5,3,Ravenclaw
Salazar Black,1,4,Gryffindor
Rubeus Ogden,4,3,Slytherin
Dobby Whitby,14,4,Ravenclaw
Paracelsus Trelawney,2,6,Slytherin
Pansy Dolohov,13,6,Ravenclaw
Stubby MacMillian,4,2,Slytherin
Muriel Kirke,7,6,Gryffindor
Sturgis Cresswell,15,3,Ravenclaw
Amelia Susan Chang,4,2,Slytherin
Bathilda Evans,10,6,Hufflepuff
Ron Chang,4,6,Slytherin
Lisa Finch-Fletchley,5,2,Ravenclaw
Justin Carrow,16,3,Ravenclaw
Celestina Fudge,10,6,Hufflepuff
Romilda Vector,9,2,Slytherin
Rosmerta Hopkirk,13,4,Ravenclaw
Gellert Fudge,1,2,Gryffindor
Elfrida Twycross,10,2,Hufflepuff
Millicent Lynch,2,4,Slytherin
Parvati Gryffindor,5,2,Ravenclaw
Doris Boardman,7,2,Gryffindor
Jugson Dippet,15,4,Ravenclaw
Golgomath Mimsey-Porpington,5,4,Ravenclaw
Gregory Bagshot,9,3,Slytherin
Agatha Riddle,15,6,Ravenclaw
Sybill Ivanova,16,2,Ravenclaw
Cassius Flamel,14,6,Ravenclaw
Nicolas Lovegood,7,6,Gryffindor
Gilderoy Goshawk,6,3,Gryffindor
Orla Peverell,11,6,Hufflepuff
Viridian Pettigrew,9,4,Slytherin
Nearly Headless Nick McClaggen,5,3,Ravenclaw
Gertie Umfraville,10,6,Hufflepuff
Hamish Flitwick,10,4,Hufflepuff
Arthur Clagg,2,4,Slytherin
Peeves Dumbledore,8,2,Hufflepuff
Theodore Goshawk,3,5,Slytherin
Kendra Crabbe,2,5,Slytherin
Vincent Hufflepuff,1,3,Gryffindor
Troy Meliflua,16,5,Ravenclaw
Wilfred Shacklebolt,16,2,Ravenclaw
Hepzibah Shacklebolt,7,6,Gryffindor
Barnabas the Barmy Gaunt,11,2,Hufflepuff
Pigwidgeon Finch-Fletchley,5,2,Ravenclaw
Tom Dippet,1,6,Gryffindor
Gwenog Carrow,15,4,Ravenclaw
Adalbert Slytherin,6,3,Gryffindor
Rowena Meliflua,16,4,Ravenclaw
Irma Fortescue,15,3,Ravenclaw
Arabella Gudgeon,7,6,Gryffindor
Stubby Coote,5,4,Ravenclaw
Bill Perks,3,3,Slytherin
Rubeus Bones,8,3,Hufflepuff
Cassius Quirrell,11,5,Hufflepuff
Oliver Kettleburn,16,3,Ravenclaw
Dean Weasley,16,3,Ravenclaw
Marietta Imago,5,4,Ravenclaw
Lucius Kettleburn,1,2,Gryffindor
Paracelsus Flitwick,8,6,Hufflepuff
Amos Jorkins,11,3,Hufflepuff
Jugson Flamel,9,3,Slytherin
Gabrielle Volkov,8,3,Hufflepuff
Fang Carrow,1,5,Gryffindor
Rubeus Malfoy,6,3,Gryffindor
Janus Crouch,7,4,Gryffindor
Quentin Flint,11,4,Hufflepuff
Ernie Perks,5,3,Ravenclaw
Marvolo Zeller,1,6,Gryffindor
Olympe Potter,12,3,Ravenclaw
Andromeda Ollivander,12,5,Ravenclaw
Dilys Lestrange,11,6,Hufflepuff
Pomona Coote,16,3,Ravenclaw
Bathilda Ravenclaw,13,2,Ravenclaw
Lavender Potter,16,3,Ravenclaw
Norbert Maxime,4,6,Slytherin
Xenophilius Evans,10,4,Hufflepuff
Andrew Delacour,8,4,Hufflepuff
Jean Krum,7,5,Gryffindor
Ludo Bode,2,6,Slytherin
Catriona Patil,11,3,Hufflepuff
Janus Jorkins,1,2,Gryffindor
Oblansk Umbridge,3,6,Slytherin
Percy Prang,7,2,Gryffindor
Uric Gudgeon,16,2,Ravenclaw
Scabbers Bode,8,6,Hufflepuff
Mundungus Edgecombe,7,5,Gryffindor
Rowena Vane,10,2,Hufflepuff
Amycus Peasegood,11,4,Hufflepuff
Walden Bagshot,14,2,Ravenclaw
Magorian Bell,2,5,Slytherin
Demelza Parkinson,5,2,Ravenclaw
Lavender Belby,10,4,Hufflepuff
Dedalus Fudge,8,4,Hufflepuff
Paracelsus Pennifold,5,6,Ravenclaw
Roger Bagshot,13,5,Ravenclaw
Stubby Hagrid,10,2,Hufflepuff
Petunia Patil,16,3,Ravenclaw
Pomona Bulstrode,11,3,Hufflepuff
Victoire Fletcher,6,4,Gryffindor
Hassan Goldstein,12,3,Ravenclaw
Eloise Nott,2,6,Slytherin
Penelope Crabbe,7,4,Gryffindor
Beedle Cattermole,16,5,Ravenclaw
Bill Gryffindor,12,3,Ravenclaw
Regulus Podmore,2,2,Slytherin
Cliodna McLaggen,7,2,Gryffindor
Hestia Bragge,12,4,Ravenclaw
You-Know-Who Pince,5,2,Ravenclaw
Jugson Cattermole,7,5,Gryffindor
Eunice Bagman,16,5,Ravenclaw
Bathilda Doreen,11,6,Hufflepuff
Armando Bulstrode,14,3,Ravenclaw
Griphook Diggory,13,3,Ravenclaw
Helena Keddle,4,5,Slytherin
Lucius Prang,13,6,Ravenclaw
Ignotus Cattermole,4,3,Slytherin
Modesty Podmore,11,6,Hufflepuff
Firenze Warbeck,1,6,Gryffindor
Fingal the Fearless Potter,4,4,Slytherin
Elphias Johnson,5,3,Ravenclaw
Newton Grubbly-Plank,13,2,Ravenclaw
Blaise Mostafa,4,3,Slytherin
Norbert Ollivander,16,6,Ravenclaw
Severus Elphick,12,3,Ravenclaw
Livius Gryffindor,14,2,Ravenclaw
Alice Mimsey-Porpington,5,5,Ravenclaw
Argus Malfoy,11,4,Hufflepuff
Barnabas the Barmy Skeeter,1,6,Gryffindor
Roger Sprout,5,2,Ravenclaw
Hannah Podmore,14,6,Ravenclaw
Firenze Lupin,3,4,Slytherin
Bob Mumps,10,6,Hufflepuff
Hokey Zabini,11,2,Hufflepuff
Ivan Warbeck,1,2,Gryffindor
Harry Binns,15,6,Ravenclaw
Newton Parkinson,11,4,Hufflepuff
Wilfred Helga,16,3,Ravenclaw
John Twycross,1,5,Gryffindor
Olympe Goyle,12,6,Ravenclaw
Snuffles Goshawk,12,3,Ravenclaw
Buckbeak Sprout,4,4,Slytherin
Argus Smith,2,6,Slytherin
Bilius Kettleburn,15,4,Ravenclaw
Janus Delacour,6,3,Gryffindor
Quirinus Bulstrode,6,6,Gryffindor
Ron Potter,1,2,Gryffindor
Dolores Bulstrode,12,5,Ravenclaw
